판매소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업자등록번호,대형폐기물스티커판매여부,영업상태명,전화번호,지정일자,폐업일자,관리기관명,데이터기준일자
씨유 해운대구남로점,부산광역시,해운대구,부산광역시 해운대구 구남로 31 (중동) 1층,부산광역시 해운대구 중동 1393-31,,,892-06-01910,N,영업,000-000-0000,2020-07-28,,부산광역시 해운대구,2026-01-09
씨유 해운대달빛정원점,부산광역시,해운대구,부산광역시 해운대구 달맞이길117번나길 155 (중동) 101호,부산광역시 해운대구 중동 1477-2,,,440-16-01057,N,영업,000-000-0000,2019-08-27,,부산광역시 해운대구,2026-01-09
씨유 해운대대림점,부산광역시,해운대구,"부산광역시 해운대구 대천로103번길 47 (좌동, 대림1차아파트) 제분산상가2동 101호,102호",부산광역시 해운대구 좌동 1396,,,278-23-02202,N,영업,000-000-0000,2025-04-23,,부산광역시 해운대구,2026-01-09
씨유 해운대대우2차점,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차아파트) 109호",부산광역시 해운대구 좌동 1438,,,664-55-00968,N,영업,000-000-0000,2025-06-24,,부산광역시 해운대구,2026-01-09
씨유 해운대동백점,부산광역시,해운대구,부산광역시 해운대구 해운대해변로209번길 11-1 (우동),부산광역시 해운대구 우동 878-4,,,618-01-16843,N,영업,000-000-0000,2023-07-17,,부산광역시 해운대구,2026-01-09
씨유 해운대동부점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 428, 상가동",부산광역시 해운대구 우동 1008-7,,,794-77-00392,N,영업,000-000-0000,2021-09-08,,부산광역시 해운대구,2026-01-09
씨유 해운대동원비스타점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 663 (우동, 해운대비스타동원) 1층 102호, 103호",부산광역시 해운대구 우동 1549,,,763-13-02773,N,영업,000-000-0000,2025-01-07,,부산광역시 해운대구,2026-01-09
씨유 해운대두산제니스점,부산광역시,해운대구,"부산광역시 해운대구 마린시티2로 33 (우동, 해운대두산위브더제니스) 104동 128호",부산광역시 해운대구 우동 1407,,,552-03-03396,N,영업,000-000-0000,2024-02-21,,부산광역시 해운대구,2026-01-09
씨유 해운대라뮤에뜨호텔,부산광역시,해운대구,"부산광역시 해운대구 해운대로 620, 125호",부산광역시 해운대구 우동 539-10,,,173-69-00310,N,영업,000-000-0000,2022-09-16,,부산광역시 해운대구,2026-01-09
씨유 해운대마리나점,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 141, 101호, 대우마리나2차상가",부산광역시 해운대구 우동 1388-4,,,000-00-00000,N,영업,000-000-0000,2017-05-16,,부산광역시 해운대구,2026-01-09
씨유 해운대마리안느호텔,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 310, 1층(중동, 마리안느호텔)",부산광역시 해운대구 중동 1400-24,,,806-38-01002,N,영업,000-000-0000,2017-07-06,,부산광역시 해운대구,2026-01-09
씨유 해운대마린파크점,부산광역시,해운대구,"부산광역시 해운대구 마린시티2로 2 (우동) 110-2호,111-1호",부산광역시 해운대구 우동 1405,,,604-19-54009,N,영업,000-000-0000,2025-07-09,,부산광역시 해운대구,2026-01-09
씨유 해운대미포점,부산광역시,해운대구,"부산광역시 해운대구 달맞이길62번길 28, 1층(중동, 미포오션사이드호텔)",부산광역시 해운대구 중동 957-1,,,566-44-00561,N,영업,000-000-0000,2020-07-10,,부산광역시 해운대구,2026-01-09
씨유 해운대블루점,부산광역시,해운대구,부산광역시 해운대구 해운대로570번길 35 (우동),부산광역시 해운대구 우동 634-17,,,587-17-02027,N,영업,000-000-0000,2024-11-08,,부산광역시 해운대구,2026-01-09
씨유 해운대상록점,부산광역시,해운대구,"부산광역시 해운대구 세실로 7 (좌동, 상록아파트) 지하1층, B4호",부산광역시 해운대구 좌동 1331,,,876-28-01851,N,영업,000-000-0000,2025-08-27,,부산광역시 해운대구,2026-01-09
씨유 해운대센텀점,부산광역시,해운대구,부산광역시 해운대구 해운대로 233,부산광역시 해운대구 재송동 94-15,,,606-82-82669,N,영업,051-784-7200,2019-08-01,,부산광역시 해운대구,2026-01-09
씨유 해운대영산대점,부산광역시,해운대구,부산광역시 해운대구 아랫반송로59번길 53 (반송동) 1층,부산광역시 해운대구 반송동 250-658,,,102-08-06378,N,영업,000-000-0000,2022-09-02,,부산광역시 해운대구,2026-01-09
씨유 해운대우동롯데점,부산광역시,해운대구,"부산광역시 해운대구 해운대로483번길 10, 101호(롯데아파트)",부산광역시 해운대구 우동 938,,,215-33-01220,N,영업,000-000-0000,2022-10-18,,부산광역시 해운대구,2026-01-09
씨유 해운대이안점,부산광역시,해운대구,부산광역시 해운대구 좌동순환로15번길 9-8 (좌동) 좌동,부산광역시 해운대구 좌동 1355-1,,,353-01-02869,N,영업,000-000-0000,2023-07-20,,부산광역시 해운대구,2026-01-09
씨유 해운대중동동일점,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 394,동일아파트 상가동 101호(중1동)",부산광역시 해운대구 중동 1763,,,505-26-24303,N,영업,000-000-0000,2020-07-21,,부산광역시 해운대구,2026-01-09
씨유 해운마루점,부산광역시,해운대구,"부산광역시 해운대구 달맞이길117번나길 93 (중동, 오션하이힐) 지하1층 101호",부산광역시 해운대구 중동 1483-14,,,594-27-01082,N,영업,000-000-0000,2019-10-23,,부산광역시 해운대구,2026-01-09
씨유뉴해운대백병원점,부산광역시,해운대구,부산광역시 해운대구 좌동순환로249번길 21 (좌동) 1층109호,부산광역시 해운대구 좌동 1431,,,266-72-00494,N,영업,051-701-7908,2017-05-16,,부산광역시 해운대구,2026-01-09
씨유대동사거리,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 173, 101호 (좌동, 영풍상가1층)",부산광역시 해운대구 좌동 1407-2,,,617-28-95560,N,영업,051-703-5538,2016-01-19,,부산광역시 해운대구,2026-01-09
씨유반송럭키점,부산광역시,해운대구,부산광역시 해운대구 아랫반송로 6번길 15,부산광역시 해운대구 반송동 744-17,,,846-18-00610,N,영업,000-000-0000,2017-04-25,,부산광역시 해운대구,2026-01-09
씨유반송하늘점,부산광역시,해운대구,"부산광역시 해운대구 신반송로 102,212-101",부산광역시 해운대구 반송동 872,,,511-82-69714,N,영업,051-545-7747,2017-06-28,,부산광역시 해운대구,2026-01-09
씨유반여드림점,부산광역시,해운대구,"부산광역시 해운대구 선수촌로177번길 5, 1층(반여동)",부산광역시 해운대구 반여동 885-3,,,403-39-00607,N,영업,051-531-8332,2020-10-20,,부산광역시 해운대구,2026-01-09
씨유반여센텀스마트점,부산광역시,해운대구,"부산광역시 해운대구 반여로155번길 35-55, 센텀스마트 101호,102호(반여1",부산광역시 해운대구 반여동 1234-1,,,782-16-01140,N,영업,000-000-0000,2020-07-17,,부산광역시 해운대구,2026-01-09
씨유반여아시아드점,부산광역시,해운대구,"부산광역시 해운대구 선수촌로 104-16 (반여동) 네오플라자 1층 103,104호",부산광역시 해운대구 반여동 1206-1,,,617-24-55779,N,영업,000-000-0000,2019-10-21,,부산광역시 해운대구,2026-01-09
씨유반여캐슬점,부산광역시,해운대구,"부산광역시 해운대구 반여로 68-12 센텀롯데캐슬2차아파트 1층 1동 103,104호",부산광역시 해운대구 반여동 1660,,,338-18-00313,N,영업,051-523-6478,2017-10-07,,부산광역시 해운대구,2026-01-09
씨유센텀두산위브,부산광역시,해운대구,부산광역시 해운대구 해운대로 383번길 70 센텀두산위브상가 201동 101-1호,부산광역시 해운대구 우동 1105-3,,,000-00-00000,N,영업,000-000-0000,2019-10-25,,부산광역시 해운대구,2026-01-09
씨유센텀파크점,부산광역시,해운대구,"부산광역시 해운대구 센텀중앙로 142 상가2동 101,110호",부산광역시 해운대구 재송동 1197,,,617-20-89645,N,영업,051-703-8007,2022-10-31,,부산광역시 해운대구,2026-01-09
씨유송정블루점,부산광역시,해운대구,"부산광역시 해운대구 송정광어골로 47, 101호",부산광역시 해운대구 송정동 437-1,,,509-06-51202,N,영업,000-000-0000,2017-07-11,,부산광역시 해운대구,2026-01-09
씨유재송골든점,부산광역시,해운대구,부산광역시 해운대구 재반로125번길 30,부산광역시 해운대구 재송동 1048-3,,,000-00-00000,N,영업,000-000-0000,2017-05-16,,부산광역시 해운대구,2026-01-09
씨유중동어울림점,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 446번길 14,부산광역시 해운대구 중동 921-3,,,121-43-91595,N,영업,000-000-0000,2017-06-05,,부산광역시 해운대구,2026-01-09
씨유해운대 경남선경점,부산광역시,해운대구,"부산광역시 해운대구 청사포로 27(좌동, 경남선경아파트상가215동 217호)",부산광역시 해운대구 좌동 1448,,,000-00-00000,N,영업,051-703-4595,2017-05-16,,부산광역시 해운대구,2026-01-09
씨유해운대달맞이점,부산광역시,해운대구,부산광역시 해운대구 달맞이길117번길 59(중2동),부산광역시 해운대구 중동 1511-4,,,744-22-01019,N,영업,051-746-1510,2020-11-04,,부산광역시 해운대구,2026-01-09
씨유해운대롯데스타점,부산광역시,해운대구,"부산광역시 해운대구 중동2로34번길 15, 상가동121호(롯데캐슬스타)",부산광역시 해운대구 중동 1839,,,175-23-01068,N,영업,000-000-0000,2021-02-08,,부산광역시 해운대구,2026-01-09
씨유해운대아이파크마린점,부산광역시,해운대구,"부산광역시 해운대구 마린시티2로 38, I-PARK 제판매동 109호, 116호",부산광역시 해운대구 우동 1408,,,533-51-00540,N,영업,000-000-0000,2018-11-23,,부산광역시 해운대구,2026-01-09
씨유해운대플러스,부산광역시,해운대구,부산광역시 해운대구 해운대로636,부산광역시 해운대구 우동 602-6,,,607-82-79264,N,영업,051-742-2808,2022-09-23,,부산광역시 해운대구,2026-01-09
씨유해운대힐스테이트점,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로433번길 30-1, 108호 외(중2동)",부산광역시 해운대구 중동 1809,,,382-07-01540,N,영업,051-746-2227,2020-06-02,,부산광역시 해운대구,2026-01-09
아이마트,부산광역시,해운대구,부산광역시 해운대구 재반로 239 (반여동) 1층,부산광역시 해운대구 반여동 1291-230,,,525-23-01040,N,영업,051-784-9666,2020-04-27,,부산광역시 해운대구,2026-01-09
아이마트,부산광역시,해운대구,부산광역시 해운대구 해운대로76번길 16 (재송동) 재송동,부산광역시 해운대구 재송동 933-31,,,144-04-02214,N,영업,051-704-9300,2017-05-16,,부산광역시 해운대구,2026-01-09
애니타임해운대,부산광역시,해운대구,부산광역시 해운대구 해운대로 649 (우동) 애니타임,부산광역시 해운대구 우동 564-11,,,000-00-00000,N,영업,051-731-6009,2017-07-14,,부산광역시 해운대구,2026-01-09
에스(S)마트(재송점),부산광역시,해운대구,"부산광역시 해운대구 재반로 150, 202호, 보라SKY타운",부산광역시 해운대구 재송동 1145-1,,,431-40-00724,N,영업,051-783-1666,2021-03-19,,부산광역시 해운대구,2026-01-09
에스마트,부산광역시,해운대구,"부산광역시 해운대구 해운대로 469번길 132,1층",부산광역시 해운대구 우동 1072-71,,,000-00-00000,N,영업,051-747-0102,2017-05-16,,부산광역시 해운대구,2026-01-09
여기슈퍼,부산광역시,해운대구,부산광역시 해운대구 선수촌로 207번길 31(반여동),부산광역시 해운대구 반여동 763,,,000-00-00000,N,영업,051-525-8075,2017-05-16,,부산광역시 해운대구,2026-01-09
영광쌀창고,부산광역시,해운대구,부산광역시 해운대구 윗반송로51번길 83-16 (반송동),부산광역시 해운대구 반송동 40-718,,,000-00-00000,N,영업,051-543-6464,2017-05-16,,부산광역시 해운대구,2026-01-09
영덕슈퍼,부산광역시,해운대구,부산광역시 해운대구 구남로29번길 21,부산광역시 해운대구 중동 1380-14,,,000-00-00000,N,영업,051-747-1972,2017-05-16,,부산광역시 해운대구,2026-01-09
영진슈퍼,부산광역시,해운대구,부산광역시 해운대구 반여로167번가길 6,부산광역시 해운대구 반여동 987-44,,,000-00-00000,N,영업,051-529-2741,2017-05-16,,부산광역시 해운대구,2026-01-09
오케이 플러스 마트,부산광역시,해운대구,부산광역시 해운대구 양운로 40 (좌동) 1층(봉황빌딩),부산광역시 해운대구 좌동 1486-1 봉황빌딩,,,712-05-03105,N,영업,051-704-0055,2024-10-25,,부산광역시 해운대구,2026-01-09
오케이마트,부산광역시,해운대구,"부산광역시 해운대구 신반송로 151, 지하층1호 (반송동, 반송종합상가)",부산광역시 해운대구 반송동 879-2 반송종합상가,,,296-05-02754,N,영업,051-545-2900,2022-06-24,,부산광역시 해운대구,2026-01-09
우리상회,부산광역시,해운대구,부산광역시 해운대구 아랫반송로50번길 87,부산광역시 해운대구 반송동 744-132,,,000-00-00000,N,영업,051-544-5683,2017-05-16,,부산광역시 해운대구,2026-01-09
우진상회,부산광역시,해운대구,부산광역시 해운대구 삼어로 95,부산광역시 해운대구 반여동 1063-4,,,000-00-00000,N,영업,051-529-5033,2017-05-16,,부산광역시 해운대구,2026-01-09
운봉마트,부산광역시,해운대구,부산광역시 해운대구 아랫반송로21번길 136,부산광역시 해운대구 반송동 275-174,,,000-00-00000,N,영업,051-542-4988,2017-05-16,,부산광역시 해운대구,2026-01-09
위드미 송정해수욕장점,부산광역시,해운대구,"부산광역시 해운대구 송정해변로 16-1, 1,2층",부산광역시 해운대구 송정동 289-12,,,219-50-00313,N,영업,000-000-0000,2017-08-30,,부산광역시 해운대구,2026-01-09
위드미편의점,부산광역시,해운대구,부산광역시 해운대구 세실로 126,부산광역시 해운대구 좌동 1298,,,000-00-00000,N,영업,000-000-0000,2017-06-22,,부산광역시 해운대구,2026-01-09
이랜드리테일 해운대점,부산광역시,해운대구,부산광역시 해운대구 해운대로 813 (좌동) 지하2층,부산광역시 해운대구 좌동 1467-4,,,617-85-31268,N,영업,000-000-0000,2025-09-19,,부산광역시 해운대구,2026-01-09
이마트24 R송정1단지점,부산광역시,해운대구,"부산광역시 해운대구 송정1로 20 (송정동, 송정1단지주공아파트) 104,105,106호",부산광역시 해운대구 송정동 929,,,622-60-00731,N,영업,000-000-0000,2024-04-04,,부산광역시 해운대구,2026-01-09
이마트24 R좌동화목점,부산광역시,해운대구,"부산광역시 해운대구 세실로 64 (좌동, 화목데파트) 상가동 1층 101호, 110호",부산광역시 해운대구 좌동 1314-2,,,503-53-80173,N,영업,000-000-0000,2023-06-19,,부산광역시 해운대구,2026-01-09
이마트24 R해운대청사포점,부산광역시,해운대구,부산광역시 해운대구 청사포로 129(중동),부산광역시 해운대구 중동 530,,,484-30-00734,N,영업,000-000-0000,2019-01-04,,부산광역시 해운대구,2026-01-09
이마트24 동부산대점,부산광역시,해운대구,부산광역시 해운대구 운봉길 57,부산광역시 해운대구 반송동 640-34,,,607-16-68291,N,영업,051-542-1421,2017-10-10,,부산광역시 해운대구,2026-01-09
이마트24 마린시티 썬프라자점,부산광역시,해운대구,"부산광역시 해운대구 마린시티3로, 117호",부산광역시 해운대구 우동 1434 선프라자,,,121-69-62033,N,영업,000-000-0000,2018-02-01,,부산광역시 해운대구,2026-01-09
이마트24 반송삼한점,부산광역시,해운대구,부산광역시 해운대구 신반송로 170,부산광역시 해운대구 반송동 877-4,,,813-05-02321,N,영업,000-000-0000,2021-01-12,,부산광역시 해운대구,2026-01-09
이마트24 반여우성점,부산광역시,해운대구,부산광역시 해운대구 반여로155번길 38 (반여동),부산광역시 해운대구 반여동 1015-3,,,357-03-03113,N,영업,000-000-0000,2023-10-04,,부산광역시 해운대구,2026-01-09
이마트24 반여한솔타운점,부산광역시,해운대구,"부산광역시 해운대구 삼어로 103 (반여동, 벽산반여한솔타운) 상가동 101,102호",부산광역시 해운대구 반여동 1063-2,,,419-06-02882,N,영업,000-000-0000,2025-04-23,,부산광역시 해운대구,2026-01-09
이마트24 베이타워송정점,부산광역시,해운대구,"부산광역시 해운대구 송정강변로 9 (송정동, 베이 타워) 101호, 102호 일부, 103호 일부",부산광역시 해운대구 송정동 206-11,,,641-50-00602,N,영업,000-000-0000,2020-02-21,,부산광역시 해운대구,2026-01-09
이마트24 부산아쿠아리움점,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 266, B1층(중동, 씨라이프 부산아쿠아리움)",부산광역시 해운대구 중동 1411-4,,,412-24-01585,N,영업,000-000-0000,2023-05-19,,부산광역시 해운대구,2026-01-09
이마트24 센텀우방신세계점,부산광역시,해운대구,"부산광역시 해운대구 삼어로 61 (반여동, 우방신세계아파트) 117동 지하층 101호",부산광역시 해운대구 반여동 1190-1,,,716-63-00702,N,영업,000-000-0000,2023-11-01,,부산광역시 해운대구,2026-01-09
이마트24 센텀프리미어호텔점,부산광역시,해운대구,"부산광역시 해운대구 센텀1로 17, 103호, 센텀프리미어호텔",부산광역시 해운대구 우동 1521,,,234-55-00369,N,영업,000-000-0000,2018-02-26,,부산광역시 해운대구,2026-01-09
이마트24 송정휴먼지아점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 1188, 송정2지구내상가103,104",부산광역시 해운대구 송정동 934,,,606-11-36637,N,영업,000-000-0000,2018-10-10,,부산광역시 해운대구,2026-01-09
이마트24 좌동부흥점,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로217번길 7 (좌동, 동신아파트) 상가동 107호",부산광역시 해운대구 좌동 1302,,,000-00-00000,N,영업,000-000-0000,2023-07-17,,부산광역시 해운대구,2026-01-09
이마트24 좌동푸르지오점,부산광역시,해운대구,"부산광역시 해운대구 세실로 19 (좌동, 해운대대우1차아파트) 지하층 5호",부산광역시 해운대구 좌동 1333,,,728-01-00124,N,영업,051-701-3235,2022-11-02,,부산광역시 해운대구,2026-01-09
이마트24 해운대달맞이점,부산광역시,해운대구,부산광역시 해운대구 달맞이길117번가길 105(중2동),부산광역시 해운대구 중동 1500-11,,,721-01-02761,N,영업,000-000-0000,2020-09-15,,부산광역시 해운대구,2026-01-09
이마트24 해운대동백제니스점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 540 (우동, 해운대 동백 두산위브더제니스) 104동 101호",부산광역시 해운대구 우동 1544,,,347-01-03752,N,영업,000-000-0000,2025-03-13,,부산광역시 해운대구,2026-01-09
이마트24 해운대반여,부산광역시,해운대구,부산광역시 해운대구 재반로 224-1,부산광역시 해운대구 반여동 1291-507,,,509-29-00866,N,영업,000-000-0000,2019-10-28,,부산광역시 해운대구,2026-01-09
이마트24 해운대센텀파크점,부산광역시,해운대구,"부산광역시 해운대구 센텀중앙로145(재송동,더샵센텀1차상가)2동126호103호",부산광역시 해운대구 재송동 1200,,,617-23-49926,N,영업,051-741-4742,2019-09-05,,부산광역시 해운대구,2026-01-09
이마트24 해운대수목원 DT점,부산광역시,해운대구,부산광역시 해운대구 반송로619,부산광역시 해운대구 석대동 302,,,528-37-00498,N,영업,051-524-5004,2022-10-18,,부산광역시 해운대구,2026-01-09
이마트24 해운대신라스테이점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 570번길 46, 1층 1호, 2호",부산광역시 해운대구 우동 629-6,,,159-39-00715,N,영업,000-000-0000,2017-07-27,,부산광역시 해운대구,2026-01-09
이마트24 해운대엘본더스테이점,부산광역시,해운대구,"부산광역시 해운대구 구남로21번길 6,102호(중동)",부산광역시 해운대구 중동 1381-5,,,820-13-01306,N,영업,000-000-0000,2023-04-27,,부산광역시 해운대구,2026-01-09
이마트24 해운대오션파라드점,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로298번길 25, 1층 102호~103호(중동, 영무 파라드 호텔)",부산광역시 해운대구 중동 1124-8,,,794-28-01355,N,영업,000-000-0000,2023-03-16,,부산광역시 해운대구,2026-01-09
이마트24 해운대해리단길점,부산광역시,해운대구,부산광역시 해운대구 우동1로20번가길 31,부산광역시 해운대구 우동 449-3,,,508-10-92610,N,영업,000-000-0000,2021-04-12,,부산광역시 해운대구,2026-01-09
이마트24 협성프라임빌점,부산광역시,해운대구,"부산광역시 해운대구 우동2로 93, 상가동 지하층 101호, 협성프라임빌",부산광역시 해운대구 우동 333,,,861-10-02038,N,영업,000-000-0000,2019-12-23,,부산광역시 해운대구,2026-01-09
이마트24센텀강변현대점,부산광역시,해운대구,"부산광역시 해운대구 삼어로131, 상가동101호(반여현대아파트)",부산광역시 해운대구 반여동 1088,,,823-44-00542,N,영업,000-000-0000,2020-02-21,,부산광역시 해운대구,2026-01-09
이마트24센텀반여재송점,부산광역시,해운대구,부산광역시 해운대구 해운대로61번길 64 (반여동) 1층,부산광역시 해운대구 반여동 1291-1215,,,111-11-11110,N,영업,000-000-0000,2024-05-24,,부산광역시 해운대구,2026-01-09
이마트24에이치스위트해운대점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 601, 106호",부산광역시 해운대구 우동 524-5,,,120-20-00715,N,영업,000-000-0000,2018-04-25,,부산광역시 해운대구,2026-01-09
이마트24재송센트레빌점,부산광역시,해운대구,부산광역시 해운대구 해운대로177번길 34,부산광역시 해운대구 재송동 410,,,544-48-00763,N,영업,000-000-0000,2022-04-04,,부산광역시 해운대구,2026-01-09
이마트24해운대제일,부산광역시,해운대구,부산광역시 해운대구 우동1로 71번길 6-13,부산광역시 해운대구 우동 388-9,,,615-12-76417,N,영업,051-741-8338,2016-11-03,,부산광역시 해운대구,2026-01-09
이웃사촌,부산광역시,해운대구,"부산광역시 해운대구 대천로 205 (좌동, 벽산1차아파트) 분산상가 102호",부산광역시 해운대구 좌동 1321,,,000-00-00000,N,영업,051-702-5836,2017-05-16,,부산광역시 해운대구,2026-01-09
이주슈퍼,부산광역시,해운대구,부산광역시 해운대구 해운대로91번길 40,부산광역시 해운대구 재송동 210-1,,,000-00-00000,N,영업,051-782-2002,2017-05-16,,부산광역시 해운대구,2026-01-09
일번지스토아,부산광역시,해운대구,부산광역시 해운대구 재반로212번길 19,부산광역시 해운대구 반여동 1291-470,,,000-00-00000,N,영업,051-782-2402,2017-05-16,,부산광역시 해운대구,2026-01-09
자연애메가푸드마켓,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 117,부산광역시 해운대구 우동 1388-4,,,335-85-02139,N,영업,051-741-3008,2022-12-27,,부산광역시 해운대구,2026-01-09
자이마트 장산점,부산광역시,해운대구,"부산광역시 해운대구 청사포로 27, 제상가동 제비층 제1호(좌동,경남선경)",부산광역시 해운대구 좌동 1448,,,522-08-00961,N,영업,000-000-0000,2019-02-15,,부산광역시 해운대구,2026-01-09
장산빅마트,부산광역시,해운대구,부산광역시 해운대구 재송2로89번길 3 (재송동) 1층,부산광역시 해운대구 재송동 1167-12,,,000-00-00000,N,영업,051-784-0407,2017-05-16,,부산광역시 해운대구,2026-01-09
장산슈퍼,부산광역시,해운대구,부산광역시 해운대구 재반로241번길 19,부산광역시 해운대구 반여동 1291-295,,,214-73-68336,N,영업,051-782-7373,2020-05-26,,부산광역시 해운대구,2026-01-09
정육잡화점,부산광역시,해운대구,"부산광역시 해운대구 삼어로 149 (반여동, 센텀SD) 상가동 정육식육점",부산광역시 해운대구 반여동 692-6,,,000-00-00000,N,영업,051-526-0745,2017-05-16,,부산광역시 해운대구,2026-01-09
주공옷수선,부산광역시,해운대구,"부산광역시 해운대구 신반송로 200 (반송동, 주공아파트) 주공옷수선",부산광역시 해운대구 반송동 77,,,000-00-00000,N,영업,051-542-1029,2017-05-16,,부산광역시 해운대구,2026-01-09
주식회사 10분만에,부산광역시,해운대구,부산광역시 해운대구 마린시티1로 147 (우동) 1층 102호,부산광역시 해운대구 우동 1435-1,,,149-87-03211,N,영업,000-000-0000,2023-10-13,,부산광역시 해운대구,2026-01-09
주식회사 다원누리,부산광역시,해운대구,부산광역시 해운대구 윗반송로 81 (반송동),부산광역시 해운대구 반송동 62-376,,,371-88-03474,N,영업,000-000-0000,2025-10-27,,부산광역시 해운대구,2026-01-09
주식회사 만복유통,부산광역시,해운대구,"부산광역시 해운대구 아랫반송로21번길 41 (반송동, 반송시장) 농심가 아랫반송점",부산광역시 해운대구 반송동 709-12,,,429-87-01104,N,영업,051-545-3008,2018-12-17,,부산광역시 해운대구,2026-01-09
㈜쿱스토어 부산중동점,부산광역시,해운대구,부산광역시 해운대구 해운대로 726 (중동) 대동빌딩 1층,부산광역시 해운대구 중동 1766-2,,,617-86-14868,N,영업,051-747-2164,2018-10-16,,부산광역시 해운대구,2026-01-09
㈜쿱스토어부산 반여점,부산광역시,해운대구,부산광역시 해운대구 선수촌로 57-30 (반여동) 1층,부산광역시 해운대구 반여동 1470-76,,,617-86-14868,N,영업,051-525-6250,2018-10-16,,부산광역시 해운대구,2026-01-09
㈜쿱스토어부산 좌동점,부산광역시,해운대구,"부산광역시 해운대구 대천로 132 (좌동) 1,2층",부산광역시 해운대구 좌동 425-11,,,617-86-14868,N,영업,051-702-2369,2018-10-16,,부산광역시 해운대구,2026-01-09
㈜쿱스토어부산 해운대마린시티점,부산광역시,해운대구,"부산광역시 해운대구 마린시티2로 33 (우동, 해운대두산위브더제니스) 104동 147호,148호",부산광역시 해운대구 우동 1407,,,617-86-14868,N,영업,051-710-2526,2018-10-16,,부산광역시 해운대구,2026-01-09
준호슈퍼,부산광역시,해운대구,부산광역시 해운대구 우동1로38번길 31,부산광역시 해운대구 우동 148-10,,,000-00-00000,N,영업,051-743-4346,2017-05-16,,부산광역시 해운대구,2026-01-09
중일슈퍼,부산광역시,해운대구,부산광역시 해운대구 달맞이길 29-21(중동),부산광역시 해운대구 중동 1157-3,,,618-03-13229,N,영업,051-746-8448,2017-05-16,,부산광역시 해운대구,2026-01-09
지에스(GS)25  해운송정로,부산광역시,해운대구,부산광역시 해운대구 해운대로 1084-1 (송정동) 1층,부산광역시 해운대구 송정동 139-12,,,695-59-00621,N,영업,000-000-0000,2024-08-08,,부산광역시 해운대구,2026-01-09
지에스(GS)25 국제외고점,부산광역시,해운대구,"부산광역시 해운대구 해운대로469번길 8, 1층 102호(우동)",부산광역시 해운대구 우동 963-4,,,499-73-00349,N,영업,000-000-0000,2020-02-24,,부산광역시 해운대구,2026-01-09
지에스(GS)25 꿈에 그린점,부산광역시,해운대구,"부산광역시 해운대구 반여로 67, 116동 102호(반여동)",부산광역시 해운대구 반여동 1662,,,205-04-52528,N,영업,051-526-9571,2020-12-18,,부산광역시 해운대구,2026-01-09
지에스(GS)25 달맞이 공원점,부산광역시,해운대구,"부산광역시 해운대구 달맞이길 193, 1층(중동)",부산광역시 해운대구 중동 1489-4,,,652-10-01871,N,영업,051-746-2371,2020-09-23,,부산광역시 해운대구,2026-01-09
지에스(GS)25 대림해운대점,부산광역시,해운대구,"부산광역시 해운대구 대천로103번길 9 (좌동, 대림2차아파트) 분산상가동 101호,102호",부산광역시 해운대구 좌동 1286,,,170-18-02388,N,영업,000-000-0000,2025-06-05,,부산광역시 해운대구,2026-01-09
지에스(GS)25 라비드 아틀란점,부산광역시,해운대구,"부산광역시 해운대구 구남로 37, 107호(중동, 라비드아틀란)",부산광역시 해운대구 중동 1392-166,,,670-37-00784,N,영업,000-000-0000,2019-12-18,,부산광역시 해운대구,2026-01-09
지에스(GS)25 반송 복동이점,부산광역시,해운대구,"부산광역시 해운대구 신반송로 163, 남흥아파트 상가6동 101호",부산광역시 해운대구 반송동 887,,,510-40-00935,N,영업,000-000-0000,2020-12-14,,부산광역시 해운대구,2026-01-09
지에스(GS)25 반송점,부산광역시,해운대구,부산광역시 해운대구 아랫반송로21번길 2 (반송동) 반송동,부산광역시 해운대구 반송동 257-337,,,884-18-02245,N,영업,000-000-0000,2024-09-09,,부산광역시 해운대구,2026-01-09
지에스(GS)25 반여네오플러스점,부산광역시,해운대구,"부산광역시 해운대구 선수촌로 124 (반여동) 101호,102호",부산광역시 해운대구 반여동 1631,,,174-60-00912,N,영업,000-000-0000,2025-08-14,,부산광역시 해운대구,2026-01-09
